gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000151136,BTBD11,protein_coding,-1.99199412579623,3.8678119858481,29.1038735730733,0.000124555683461329,0.00330078964086695,Down
ENSG00000184979,USP18,protein_coding,-2.00574023123605,5.40067583012617,16.9797907603848,0.000645043509665532,0.0116982467007139,Down
ENSG00000178809,TRIM73,protein_coding,-2.09893736837976,3.97551933156192,18.2966797033542,0.000455515826764636,0.00917154178082559,Down
ENSG00000184557,SOCS3,protein_coding,-2.10231460002445,7.17309811915535,12.104442126309,0.00268605970321823,0.0318836563820991,Down
ENSG00000205560,CPT1B,protein_coding,-2.1059766639393,5.24780765433596,141.544172165787,5.40139159356543e-10,4.49515811508946e-07,Down
ENSG00000138642,HERC6,protein_coding,-2.1277813376369,5.77876424873307,21.5216270226334,0.000205199755389944,0.00484841062419774,Down
ENSG00000126709,IFI6,protein_coding,-2.13890131778185,8.08620173706197,27.7038698818257,5.31134527824954e-05,0.00179672051004313,Down
ENSG00000246339,EXTL3-AS1,lncRNA,-2.15704441444593,3.63649490985307,32.3949253963992,2.08561956937846e-05,0.000875272526490001,Down
ENSG00000162804,SNED1,protein_coding,-2.16403023777677,4.01096203429916,42.8853209695943,3.63028738242015e-06,0.00025176715272525,Down
ENSG00000151790,TDO2,protein_coding,-2.29251747504758,3.67388071094118,53.1117777675959,1.44025918713729e-05,0.00068710454214384,Down
ENSG00000137959,IFI44L,protein_coding,-2.34771703516941,6.60219877701987,40.3491967271076,5.59034939988182e-06,0.000351863168110208,Down
ENSG00000119922,IFIT2,protein_coding,-2.43046413331226,8.38480510591665,10.8587009295545,0.00403387448372668,0.0429782644141007,Down
ENSG00000187608,ISG15,protein_coding,-2.48141130838632,7.28070802237854,14.6773727953312,0.00122835156171961,0.0180753500928878,Down
ENSG00000107317,PTGDS,protein_coding,-2.49376456188481,4.15620794202679,31.334940525504,2.61925786160394e-05,0.00103590589383149,Down
ENSG00000130775,THEMIS2,protein_coding,-2.62605204928578,3.98236304563596,17.4772696764605,0.000555744776495627,0.0105114352928087,Down
ENSG00000133106,EPSTI1,protein_coding,-2.69039392985654,4.91062521598985,10.6837798741834,0.00427786711788401,0.0448129016964353,Down
ENSG00000259052,,lncRNA,-2.82164078156337,3.88934694520416,10.4126302858552,0.00468948609439813,0.047465203847354,Down
ENSG00000136514,RTP4,protein_coding,-3.17632730855104,3.46642234095956,12.2012016644136,0.00257838399431118,0.030948871982998,Down
ENSG00000130303,BST2,protein_coding,-3.30524217889299,6.86140194080988,36.1682513041197,1.10695047525052e-05,0.00059647906903787,Down
